region,year,gdp_new,veh,emissions,gascons,gascpi,pop,unemprate,partrate,emprate,realgdp,rgdp,canada,employment_mogas,emp_tot
Georgia,2010,471588.2,3706090,172.7084045,2837462,2.644999981,9414.700195,10.5,NA,NA,NA,1.304509997,0,9773,5211353
Georgia,2011,481215.4,3388274,157.1705933,2655780,3.362999916,9517.400391,10.19999981,NA,NA,NA,1.708420157,0,8827,5325617
Georgia,2012,489027.3,3290675,137.0973663,2476119,3.415999889,9616.400391,9.199999809,NA,NA,NA,1.256882071,0,10435,5384573
Georgia,2013,499900.2,3405052,135.078186,2472411,3.299000025,9690.900391,8.199999809,NA,NA,NA,1.404525757,0,10688,5496784
Georgia,2014,517511.9,3509347,140.1114349,2542882,3.135999918,9792.900391,7.099999905,NA,NA,NA,3.41081214,0,10402,5670736
Georgia,2015,540108.5,3469663,137.403244,2571455,2.164000034,9909.700195,6,NA,NA,NA,4.136537552,0,10509,5832586
Georgia,2016,561718.3,3485821,136.384491,2562589,1.914999962,10001,5.400000095,NA,NA,NA,3.412806988,0,10894,5971968
Georgia,2017,583543.3,3481721,133.160614,2528467,2.178999901,10121.40039,4.699999809,NA,NA,NA,3.701927662,0,9812,6124559
Hawaii,1998,58946.1,NA,18.93113518,247647,1.154000044,NA,6.099999905,NA,NA,NA,-2.490976095,0,NA,NA
Hawaii,1999,59612.1,NA,18.65655708,245512,1.328999996,NA,5.400000095,NA,NA,NA,1.511424422,0,NA,NA
Hawaii,2000,60745.7,NA,18.87936211,250268,1.629999995,NA,4.199999809,NA,NA,NA,2.29509449,0,NA,NA
Hawaii,2001,60446.4,NA,19.38602448,251008,1.578999996,NA,4.5,NA,NA,NA,-0.5442900062,0,488,752549
Hawaii,2002,62355.2,NA,20.64687729,265777,1.460000038,NA,4.199999809,NA,NA,NA,3.172092199,0,418,757722
Hawaii,2003,65623.7,NA,21.58507538,279595,1.773000002,1251.154,4.099999905,NA,NA,NA,5.032643318,0,551,773639
Hawaii,2004,69332,NA,22.6411972,292762,2.062999964,NA,3.400000095,NA,NA,NA,6.735658646,0,557,797264
Hawaii,2005,72941.9,NA,23.19686699,299605,2.434000015,NA,2.900000095,NA,NA,NA,5.586847782,0,599,819998
Hawaii,2006,74892.9,NA,23.48574638,301177,2.756999969,NA,2.599999905,NA,NA,NA,2.671363831,0,673,842414
Hawaii,2007,76434.1,513558,24.27581024,312414,3.003999949,1315.675,2.799999952,NA,NA,NA,1.130081534,0,768,864626
Hawaii,2008,76830.2,480466,19.52367401,253341,3.447999954,1229,4.300000191,NA,NA,NA,0.7045547962,0,967,858403
Hawaii,2009,74118.5,NA,19.08215714,252100,2.611999989,1223.5,7.199999809,NA,NA,NA,-3.569555283,0,984,829898
Hawaii,2010,76130.2,443104,19.18492889,252851,3.032999992,1301.599976,6.900000095,NA,NA,NA,2.824695349,0,1133,824461
Hawaii,2011,77174.2,526489,19.61408234,259828,3.740999937,1311.900024,6.800000191,NA,NA,NA,1.633907795,0,956,835013
Hawaii,2012,78694,510652,19.10572624,251351,3.931999922,1330.300049,6,NA,NA,NA,1.994011283,0,1061,849157
Hawaii,2013,80534.9,556832,18.58042336,250250,3.778000116,1331.5,4.900000095,NA,NA,NA,0.8379853964,0,1032,868123
Hawaii,2014,81304.9,580384,18.51857185,249693,3.65199995,1348.099976,4.400000095,NA,NA,NA,0.2644893825,0,955,882733
Hawaii,2015,83857.6,514962,18.67628098,252118,2.977999926,1362.599976,3.599999905,NA,NA,NA,3.605823994,0,1058,901122
Hawaii,2016,85670.4,508549,18.62326241,250756,2.579999924,1364.599976,3,NA,NA,NA,2.48378396,0,1018,913088
Hawaii,2017,87436.4,504605,17.82746506,249438,2.880000114,1356.099976,2.400000095,NA,NA,NA,2.460379124,0,794,919342
Idaho,1998,40879.3,NA,14.15333271,249922,1.093000054,NA,5.099999905,NA,NA,NA,4.894705296,0,NA,NA
Idaho,1999,44821.5,NA,15.05066299,264448,1.200999975,NA,4.900000095,NA,NA,NA,9.524200439,0,NA,NA
Idaho,2000,49793,NA,15.73585129,272185,1.511999965,NA,4.699999809,NA,NA,NA,11.37343216,0,NA,NA
Idaho,2001,48695.4,NA,15.68369389,265157,1.449000001,NA,5.099999905,NA,NA,NA,-2.731854916,0,3023,783400
Idaho,2002,49840.5,NA,15.10518169,255999,1.355000019,NA,5.599999905,NA,NA,NA,2.460512161,0,2599,791312
Idaho,2003,51542.6,NA,14.48072433,236449,1.565999985,1363.38,5.599999905,NA,NA,NA,2.726135731,0,2884,800914
Idaho,2004,55137.1,NA,15.75577259,259737,1.845999956,NA,4.900000095,NA,NA,NA,5.684342384,0,2874,825328
Idaho,2005,59331.9,NA,15.87802029,270821,2.265000105,NA,4,NA,NA,NA,7.768424034,0,3037,861525
Idaho,2006,60738.6,NA,15.92831135,270694,2.555999994,NA,3.5,NA,NA,NA,4.004991055,0,3440,899833
Idaho,2007,61812.1,519417,16.41527939,275282,2.796999931,1505.105,3.099999905,NA,NA,NA,1.940488458,0,4201,929496
Idaho,2008,63878.2,528544,15.63852215,269645,3.213999987,1484.300049,5.099999905,NA,NA,NA,1.75129354,0,4521,921094
Idaho,2009,61276.1,NA,15.24666023,253036,2.286000013,1507.699951,8.800000191,NA,NA,NA,-4.472180843,0,3816,880481
Idaho,2010,62626.4,534688,16.02038765,269038,2.76699996,1538.900024,9,NA,NA,NA,1.541709781,0,4429,868719
Idaho,2011,62704,603234,15.82618713,268721,3.420000076,1547.300049,8.300000191,NA,NA,NA,-0.2201787978,0,4562,878542
Idaho,2012,62007.3,571308,15.72877598,268595,3.503999949,1562.5,7.199999809,NA,NA,NA,-0.07816647738,0,6231,883149
Idaho,2013,64769.8,594469,17.16887856,293272,3.428999901,1580.900024,6.099999905,NA,NA,NA,3.784520864,0,5381,902867
Idaho,2014,66784.9,604193,16.68339348,291416,3.335000038,1598.800049,4.800000191,NA,NA,NA,2.828898668,0,5079,925520
Idaho,2015,67790.5,624560,17.94286346,318626,2.407999992,1617.199951,4.199999809,NA,NA,NA,2.550143242,0,5335,949507
Idaho,2016,70442.5,605599,18.33748627,315461,2.125999928,1650.699951,3.799999952,NA,NA,NA,3.807184935,0,5431,976765
Idaho,2017,72935.1,547567,18.59832191,321252,2.407000065,1682.099976,3.200000048,NA,NA,NA,4.218258858,0,5106,1007547
Illinois,1998,639642.7,NA,216.5627594,3576524,1.014999986,NA,4.400000095,NA,NA,NA,3.236248732,0,NA,NA
Illinois,1999,663857.8,NA,226.9569397,4017171,1.110999942,NA,4.400000095,NA,NA,NA,3.707372665,0,NA,NA
Illinois,2000,687111.4,NA,233.6910248,4175706,1.473999977,NA,4.300000191,NA,NA,NA,3.653767824,0,NA,NA
Illinois,2001,688404.3,NA,225.3438568,4070409,1.417999983,NA,5.300000191,NA,NA,NA,0.2473011315,0,18353,7309739
Illinois,2002,692398.1,NA,227.8340912,4113367,1.335000038,NA,6.5,NA,NA,NA,0.7058610916,0,17040,7217678
Illinois,2003,703548.8,NA,231.2664642,4171399,1.519000053,12556.006,6.800000191,NA,NA,NA,1.450065374,0,18194,7191487
Illinois,2004,726139,NA,239.1964417,4204437,1.802000046,NA,6.199999809,NA,NA,NA,2.946523428,0,16859,7244983
Illinois,2005,741248.6,NA,245.043457,4315642,2.217999935,NA,5.699999809,NA,NA,NA,1.894554973,0,17677,7334791
Illinois,2006,759825.7,NA,237.0384369,4181878,2.51699996,NA,4.5,NA,NA,NA,2.550606251,0,18885,7448604
Illinois,2007,769571.6,5738487,244.5065155,4311263,2.785000086,12695.866,5,NA,NA,NA,0.9667969942,0,19508,7577635
Illinois,2008,759095.3,5703589,243.160141,4312552,3.190999985,12556,6.300000191,NA,NA,NA,-1.559606671,0,23202,7553060
Illinois,2009,740794.3,NA,227.5926819,4095022,2.308000088,12558.40039,10.19999981,NA,NA,NA,-2.616145849,0,22411,7304317
Illinois,2010,755391.4,5702211,232.1218567,4148415,2.743999958,12536.40039,10.39999962,NA,NA,NA,1.546591282,0,25594,7251003
Illinois,2011,772225.6,5503723,230.7236176,4121233,3.496000051,12553.7998,9.699999809,NA,NA,NA,1.830441713,0,22709,7376101
Illinois,2012,790723.3,4670581,218.2190857,3951605,3.565999985,12567.90039,9,NA,NA,NA,2.005970716,0,28731,7434662
Illinois,2013,795435.2,4750367,231.1546478,4151967,3.467999935,12571.09961,9,NA,NA,NA,-0.1330731958,0,29670,7503159
Illinois,2014,811490.1,4748735,234.0738831,4224271,3.302999973,12569.40039,7.099999905,NA,NA,NA,2.216086626,0,28754,7613485
Illinois,2015,825424.9,4734188,216.3852997,4004343,2.338999987,12549.7002,6,NA,NA,NA,1.60223937,0,28784,7748869
Illinois,2016,826404.7,4484546,204.5253143,3905428,2.055999994,12491.2002,5.800000191,NA,NA,NA,-0.1734462529,0,28133,7799139
Illinois,2017,832826.8,4617096,202.6815186,3861837,2.311000109,12496.59961,4.900000095,NA,NA,NA,0.8158420324,0,23202,7817319
Indiana,1998,260549.9,NA,219.0210571,2737007,1.014999986,NA,3.099999905,NA,NA,NA,6.015073776,0,NA,NA
Indiana,1999,268864.3,NA,225.4743958,2835825,1.110999942,NA,3,NA,NA,NA,3.208117723,0,NA,NA
Indiana,2000,278990.4,NA,238.7839355,2981000,1.473999977,NA,3.099999905,NA,NA,NA,3.952204466,0,NA,NA
Indiana,2001,273884.4,NA,228.7594757,2828485,1.417999983,NA,4.199999809,NA,NA,NA,-1.992733359,0,9470,3588945
Indiana,2002,280723,NA,231.8672485,2896089,1.335000038,NA,5.199999809,NA,NA,NA,2.433223486,0,9155,3553216
Indiana,2003,293045.2,NA,237.7969208,2976715,1.519000053,6196.638,5.300000191,NA,NA,NA,3.803658724,0,9453,3552206
Indiana,2004,303819.8,NA,237.8483276,2959939,1.802000046,NA,5.400000095,NA,NA,NA,3.429483891,0,9218,3593284
Indiana,2005,306344.6,NA,236.3583832,2942039,2.217999935,NA,5.5,NA,NA,NA,0.3507611752,0,9254,3634816
Indiana,2006,312525.5,NA,234.3874359,2899637,2.51699996,NA,5,NA,NA,NA,2.134850025,0,9669,3674400
Indiana,2007,322661.7,2669659,233.9374542,2903414,2.785000086,6379.599,4.599999905,NA,NA,NA,2.643319368,0,10033,3720041
Indiana,2008,322384.3,3109865,229.640274,2857558,3.190999985,6172.899902,5.900000095,NA,NA,NA,-0.285656184,0,11068,3682932
Indiana,2009,299789,NA,206.304306,2593979,2.308000088,6221.899902,10.30000019,NA,NA,NA,-6.965754986,0,10771,3523019
Indiana,2010,320731.8,2960290,218.3027496,2729754,2.743999958,6289.299805,10.39999962,NA,NA,NA,6.394790173,0,11891,3525336
Indiana,2011,321532.8,2852837,210.7203369,2669954,3.496000051,6317.100098,9.100000381,NA,NA,NA,0.3885614276,0,11239,3590197
Indiana,2012,323876.2,2417986,196.3115082,2537122,3.565999985,6338.799805,8.300000191,NA,NA,NA,0.3848665059,0,13613,3642335
Indiana,2013,333207.4,2256724,201.3321075,2597787,3.467999935,6366.5,7.699999809,NA,NA,NA,2.065267801,0,13819,3684126
Indiana,2014,343827.8,2390631,206.7210693,2678620,3.302999973,6386.700195,6,NA,NA,NA,3.245124102,0,13674,3740429
Indiana,2015,341205.2,2333284,187.191391,2490132,2.338999987,6415.100098,4.800000191,NA,NA,NA,-0.6310723424,0,13542,3796420
Indiana,2016,348439.2,2327229,182.9332275,2451301,2.055999994,6431.399902,4.400000095,NA,NA,NA,1.505593657,0,12894,3847690
Indiana,2017,357535.8,2258547,177.6405792,2376509,2.311000109,6459.399902,3.599999905,NA,NA,NA,2.029312611,0,11327,3901789
Iowa,1998,121031,NA,77.62464905,1087228,1.014999986,NA,2.700000048,NA,NA,NA,0.7270111442,0,NA,NA
Iowa,1999,123683.4,NA,78.88484955,1109574,1.110999942,NA,2.599999905,NA,NA,NA,2.12604332,0,NA,NA
Iowa,2000,129323.4,NA,79.78351593,1124828,1.473999977,NA,2.599999905,NA,NA,NA,4.7314744,0,NA,NA
Iowa,2001,128077.5,NA,78.8384552,1093883,1.417999983,NA,3.299999952,NA,NA,NA,-1.173990965,0,2757,1902199
Iowa,2002,131035.2,NA,79.56834412,1117756,1.335000038,NA,4,NA,NA,NA,2.772901058,0,2556,1879714
Iowa,2003,137476.9,NA,79.17024231,1098711,1.519000053,2941.999,4.5,NA,NA,NA,3.998648167,0,2696,1873331
Iowa,2004,149063.2,NA,81.45855713,1143758,1.802000046,NA,4.5,NA,NA,NA,8.289438248,0,2792,1902228
Iowa,2005,153626.8,NA,81.27937317,1147333,2.217999935,NA,4.300000191,NA,NA,NA,2.818729877,0,2935,1933920
Iowa,2006,155704.5,NA,82.70812225,1165092,2.51699996,NA,3.700000048,NA,NA,NA,1.503141284,0,3125,1965779
Iowa,2007,162838.1,1714654,87.85498047,1232920,2.785000086,2999.212,3.700000048,NA,NA,NA,4.380002975,0,3346,1994032
Iowa,2008,160469.1,1785547,91.78222656,1298553,3.190999985,2894,4.199999809,NA,NA,NA,-1.791019917,0,3801,1997616
Iowa,2009,156737.2,NA,86.652565,1234938,2.308000088,2902.600098,6.400000095,NA,NA,NA,-2.345402479,0,3813,1959143
Iowa,2010,161593.1,1681386,90.87779236,1284251,2.743999958,2948.199951,6,NA,NA,NA,2.650461435,0,4205,1950445
Iowa,2011,164559.3,1628502,87.74689484,1251691,3.496000051,2963.800049,5.5,NA,NA,NA,1.368428349,0,4071,1975961
Iowa,2012,170923.7,1333056,81.77087402,1169595,3.565999985,2976,5,NA,NA,NA,3.736628532,0,5108,1993431
Iowa,2013,171069.1,1356198,82.85733032,1219882,3.467999935,2990.300049,4.699999809,NA,NA,NA,0.04048439488,0,5245,2019481
Iowa,2014,180309.9,1339065,83.89906311,1224076,3.302999973,3002.100098,4.199999809,NA,NA,NA,4.901062489,0,4957,2038927
Iowa,2015,185989.2,1313761,77.82806396,1167623,2.338999987,3019.800049,3.799999952,NA,NA,NA,2.960914373,0,5089,2059838
Iowa,2016,186729.9,1291027,74.32936096,1138836,2.055999994,3030.399902,3.599999905,NA,NA,NA,-0.6198331118,0,4907,2066317
Iowa,2017,187125,1257304,76.51474762,1189553,2.311000109,3045.600098,3.099999905,NA,NA,NA,-0.3022618592,0,4312,2062039
Kansas,1998,112625.7,NA,70.81632996,1019683,1.014999986,NA,3.5,NA,NA,NA,3.442483664,0,NA,NA
Kansas,1999,115486.4,NA,74.53948975,1050102,1.110999942,NA,3.299999952,NA,NA,NA,2.37041688,0,NA,NA
Kansas,2000,118840.9,NA,76.16144562,1068017,1.473999977,NA,3.599999905,NA,NA,NA,2.687931776,0,NA,NA
Kansas,2001,119474.1,NA,72.04994965,1026511,1.417999983,NA,4.199999809,NA,NA,NA,0.1887875497,0,19593,1767602
Kansas,2002,121050.5,NA,77.18604279,1054437,1.335000038,NA,5.099999905,NA,NA,NA,1.361684799,0,17636,1746078
Kansas,2003,123486.7,NA,78.92654419,1094892,1.519000053,2723.004,5.5,NA,NA,NA,1.585296035,0,19870,1733695
Kansas,2004,124793.2,NA,76.14872742,1081250,1.802000046,NA,5.5,NA,NA,NA,0.662915349,0,18467,1750877
Kansas,2005,129588.2,NA,72.49532318,985137,2.217999935,NA,5,NA,NA,NA,3.384871244,0,19490,1765651
Kansas,2006,136135.8,NA,72.70559692,994210,2.51699996,NA,4.400000095,NA,NA,NA,5.386689186,0,22404,1795508
Kansas,2007,143586.6,871088,80.3757019,1118238,2.785000086,2783.785,4.199999809,NA,NA,NA,5.165811062,0,24044,1844356
Kansas,2008,147265,875757,75.08862305,1029033,3.190999985,2701.399902,4.599999905,NA,NA,NA,2.395806313,0,31468,1858070
Kansas,2009,141902.5,NA,73.17204285,1008617,2.308000088,2716,6.900000095,NA,NA,NA,-3.658700943,0,29942,1813185
Kansas,2010,143870.1,872195,72.76399994,1018320,2.743999958,2761,7.099999905,NA,NA,NA,1.07564187,0,36125,1801874
Kansas,2011,147836.8,1123930,70.88217926,970895,3.496000051,2772.199951,6.5,NA,NA,NA,2.663076401,0,31659,1819045
Kansas,2012,150077.1,945219,66.18257141,920121,3.565999985,2787.5,5.699999809,NA,NA,NA,1.428211093,0,42406,1841394
Kansas,2013,150702.9,1016853,69.76480103,948389,3.467999935,2796.5,5.300000191,NA,NA,NA,-0.2900597453,0,46586,1869055
Kansas,2014,154110.1,964102,69.96797943,972087,3.302999973,2810.699951,4.5,NA,NA,NA,2.690091848,0,45527,1895860
Kansas,2015,158602.6,979717,64.23011017,908450,2.338999987,2816.600098,4.199999809,NA,NA,NA,2.635301828,0,46461,1910955
Kansas,2016,164643.7,976261,62.12606049,881368,2.055999994,2817,4,NA,NA,NA,3.097212315,0,48556,1916429
Kansas,2017,166273.6,983245,58.45970535,861811,2.311000109,2817.600098,3.700000048,NA,NA,NA,1.275379181,0,40714,1913507
Kentucky,1998,160810.1,NA,139.6786499,1706644,1.014999986,NA,4.599999905,NA,NA,NA,2.921881199,0,NA,NA
Kentucky,1999,165761.9,NA,144.1191406,1773670,1.110999942,NA,4.5,NA,NA,NA,3.104322195,0,NA,NA
Kentucky,2000,161101,NA,145.0025482,1783964,1.473999977,NA,4.199999809,NA,NA,NA,-2.586965799,0,NA,NA
Kentucky,2001,161316.4,NA,146.8299561,1809448,1.417999983,NA,5.199999809,NA,NA,NA,-0.04366616532,0,22974,2283617
Kentucky,2002,165435.3,NA,147.5562286,1836115,1.335000038,NA,5.699999809,NA,NA,NA,2.573278189,0,22595,2263431
Kentucky,2003,170481.9,NA,143.6427155,1789383,1.519000053,4117.17,6.099999905,NA,NA,NA,2.393865585,0,22528,2273326
Kentucky,2004,175344.6,NA,149.4341583,1871473,1.802000046,NA,5.400000095,NA,NA,NA,2.508226156,0,22676,2300594
Kentucky,2005,182017.9,NA,151.5072479,1906714,2.217999935,NA,5.900000095,NA,NA,NA,3.33095479,0,24636,2337822
Kentucky,2006,186332.6,NA,153.9340363,1922157,2.51699996,NA,5.699999809,NA,NA,NA,2.764564991,0,26846,2374831
Kentucky,2007,185790,1910851,154.2764893,1927948,2.785000086,4256.672,5.400000095,NA,NA,NA,-0.9554026127,0,26737,2414909
Kentucky,2008,186515.9,1945936,152.0276947,1886662,3.190999985,4143.600098,6.400000095,NA,NA,NA,0.2280473113,0,30360,2402592
Kentucky,2009,178112.8,NA,141.3616791,1772376,2.308000088,4173.5,10.30000019,NA,NA,NA,-4.030138969,0,29673,2325250
Kentucky,2010,186720.6,1862803,150.5282898,1864994,2.743999958,4207.100098,10.19999981,NA,NA,NA,4.21420145,0,29828,2325922
Kentucky,2011,188389.8,1860170,149.3420715,1838580,3.496000051,4227.899902,9.399999619,NA,NA,NA,1.123838782,0,29343,2368203
Kentucky,2012,192060.1,1517753,138.1091156,1724223,3.565999985,4235.100098,8.199999809,NA,NA,NA,1.217202663,0,30402,2389364
Kentucky,2013,196698,1698845,137.2246857,1705933,3.467999935,4260.899902,8,NA,NA,NA,1.801238775,0,27196,2407563
Kentucky,2014,196795.8,1733912,138.4797058,1742351,3.302999973,4268.799805,6.5,NA,NA,NA,0.2169370204,0,25497,2440073
Kentucky,2015,199487.1,1680771,128.9438934,1645811,2.338999987,4283.399902,5.300000191,NA,NA,NA,1.445006251,0,23667,2473916
Kentucky,2016,201007.2,1680846,124.082901,1609898,2.055999994,4287.700195,5.099999905,NA,NA,NA,0.5298981667,0,20657,2498848
Kentucky,2017,203564,1659583,114.6231232,1500361,2.311000109,4307.100098,4.900000095,NA,NA,NA,0.6246221662,0,18281,2519632
Louisiana,1998,209356.6,NA,207.7804108,3200321,0.9840000272,NA,5.699999809,NA,NA,NA,3.376221657,0,NA,NA
Louisiana,1999,213475.3,NA,207.6888428,3203596,1.075999975,NA,5.099999905,NA,NA,NA,2.042001724,0,NA,NA
Louisiana,2000,206556.1,NA,225.5975647,3533246,1.412999988,NA,5.300000191,NA,NA,NA,-2.945721149,0,NA,NA
Louisiana,2001,210534.7,NA,198.7586823,3076006,1.327000022,NA,5.699999809,NA,NA,NA,1.220512152,0,58865,2397994
Louisiana,2002,214856.1,NA,208.0766144,3260198,1.274999976,NA,6.099999905,NA,NA,NA,1.979975343,0,54427,2399217
Louisiana,2003,223576,NA,203.6119995,3105218,1.457000017,4521.042,6.400000095,NA,NA,NA,3.836191893,0,55351,2418748
Louisiana,2004,234620.8,NA,213.9536743,3302620,1.748000026,NA,5.900000095,NA,NA,NA,4.601937771,0,50897,2434482
Louisiana,2005,249560.9,NA,206.1720581,3192943,2.193000078,NA,7.199999809,NA,NA,NA,6.155051231,0,52026,2397387
Louisiana,2006,247139.7,NA,212.8816223,3256404,2.480000019,NA,4.5,NA,NA,NA,-0.9559369683,0,57977,2413798
Louisiana,2007,234216.4,1883585,213.4969635,3315965,2.66899991,4375.581,4.300000191,NA,NA,NA,-3.639023066,0,60445,2501136
Louisiana,2008,237061.6,1900021,215.5163116,3342327,3.134000063,4273.799805,4.900000095,NA,NA,NA,0.403501749,0,71481,2550837
Louisiana,2009,241868.8,NA,201.0166321,3130499,2.223999977,4352.399902,6.800000191,NA,NA,NA,1.466652393,0,67664,2529954
Louisiana,2010,253466.9,1854348,213.2198639,3315673,2.644999981,4400.399902,8,NA,NA,NA,3.739635229,0,74167,2536561
Louisiana,2011,241235.9,1778628,216.0617371,3303688,3.362999916,4431.200195,7.800000191,NA,NA,NA,-5.469616413,0,70936,2564945
Louisiana,2012,242416.8,1471603,205.3609924,3173945,3.415999889,4457,7.099999905,NA,NA,NA,-0.3493388891,0,81931,2601175
Louisiana,2013,236482.3,1466291,198.271225,3114669,3.299000025,4483.200195,6.699999809,NA,NA,NA,-3.056263208,0,83131,2641658
Louisiana,2014,243042.9,1420906,197.041275,3136461,3.135999918,4508.5,6.400000095,NA,NA,NA,2.827890396,0,81489,2684756
Louisiana,2015,239584.1,1409821,200.5168457,3209381,2.164000034,4530.299805,6.300000191,NA,NA,NA,-0.9934426546,0,76832,2696591
Louisiana,2016,235554.2,1395694,202.7114868,3246832,1.914999962,4530.5,6.099999905,NA,NA,NA,-2.201150894,0,70577,2690821
Louisiana,2017,239830.7,1360611,210.9089508,3342306,2.178999901,4541.5,5.099999905,NA,NA,NA,1.534199715,0,61523,2695725
Maine,1998,48138.5,NA,19.53179359,366899,1.069000006,NA,4.5,NA,NA,NA,2.78365922,0,NA,NA
Maine,1999,50620.3,NA,20.59181976,395662,1.164999962,NA,4,NA,NA,NA,4.898719788,0,NA,NA
Maine,2000,52958.5,NA,22.43881226,437768,1.541000009,NA,3.400000095,NA,NA,NA,4.600971699,0,NA,NA
Maine,2001,54066.2,NA,22.59243393,449533,1.463000059,NA,3.799999952,NA,NA,NA,1.841952324,0,517,787578
Maine,2002,55406.5,NA,24.12671852,473351,1.376999974,NA,4.300000191,NA,NA,NA,2.463859558,0,421,790610
Maine,2003,56882.4,NA,23.7513485,444790,1.601999998,1306.513,5,NA,NA,NA,2.167430401,0,492,794508
Maine,2004,58934.8,NA,24.17833519,452036,1.878999949,NA,4.599999905,NA,NA,NA,3.471445084,0,494,807626
Maine,2005,59589.7,NA,23.24326897,450707,2.278000116,NA,4.900000095,NA,NA,NA,0.1440329999,0,484,809354
Maine,2006,59986,NA,21.3898201,421966,2.605000019,NA,4.599999905,NA,NA,NA,1.254512072,0,505,817623
Maine,2007,60032.6,563294,21.05582619,428684,2.788000107,1327.04,4.699999809,NA,NA,NA,-0.48250705,0,724,828213
Maine,2008,59845.1,555374,19.18689156,418000,3.247999907,1274.099976,5.5,NA,NA,NA,-0.1690205485,0,1,823518
Maine,2009,58771.8,NA,18.46448517,372791,2.361000061,1273.900024,8.100000381,NA,NA,NA,-1.576610804,0,1,800502
Maine,2010,59958.5,512379,18.12269974,388985,2.809999943,1290.599976,8.100000381,NA,NA,NA,1.346192956,0,825,791332
Maine,2011,59429.7,522561,17.57055473,379088,3.605999947,1292.199951,7.900000095,NA,NA,NA,-1.304886937,0,834,794390
Maine,2012,59181.7,469189,15.88184357,354155,3.717000008,1292.599976,7.5,NA,NA,NA,-0.4174185693,0,1,796904
Maine,2013,59013.9,482461,16.60392761,374086,3.61500001,1291.900024,6.599999905,NA,NA,NA,-0.7761043906,0,1199,803642
Maine,2014,59589.8,466377,16.64586067,367118,3.467000008,1293.800049,5.599999905,NA,NA,NA,1.884997606,0,1061,810869
Maine,2015,60563,415262,16.84612846,371308,2.411000013,1292.599976,4.400000095,NA,NA,NA,0.8124224544,0,1177,816553
Maine,2016,62037.1,405063,16.42376709,349217,2.148000002,1293.800049,3.799999952,NA,NA,NA,2.243533134,0,1197,826670
Maine,2017,63000.6,383228,15.53301811,332554,2.424999952,1300.199951,3.400000095,NA,NA,NA,1.591269255,0,1236,834692
Maryland,1998,248662.9,NA,75.18650055,1202990,1.054999948,NA,4.400000095,NA,NA,NA,4.807146549,0,NA,NA
Maryland,1999,258913.4,NA,77.81324005,1237708,1.149000049,NA,3.599999905,NA,NA,NA,3.916704655,0,NA,NA
Maryland,2000,269301.2,NA,77.91188812,1244402,1.519999981,NA,3.599999905,NA,NA,NA,4.143722057,0,NA,NA
Maryland,2001,281053.6,NA,77.75246429,1221565,1.442000031,NA,4,NA,NA,NA,4.008229733,0,3001,3119858
Maryland,2002,290400.3,NA,77.79244232,1214487,1.366000056,NA,4.400000095,NA,NA,NA,3.829998493,0,2624,3156649
Maryland,2003,297690.6,NA,80.63947296,1263759,1.590999961,5496.269,4.400000095,NA,NA,NA,2.614924908,0,2942,3191310
Maryland,2004,311504.8,NA,81.58035278,1287216,1.881000042,NA,4.300000191,NA,NA,NA,5.040926933,0,2824,3247757
Maryland,2005,325644.5,NA,83.58262634,1320726,2.295000076,NA,4.099999905,NA,NA,NA,4.839286804,0,3093,3310821
Maryland,2006,329874,NA,78.65441132,1227716,2.618000031,NA,3.900000095,NA,NA,NA,1.791288495,0,3354,3378397
Maryland,2007,331763.5,2638741,78.93099213,1252443,2.789999962,5653.408,3.5,NA,NA,NA,0.109720625,0,3527,3440608
Maryland,2008,338165.4,2636359,75.13096619,1205041,3.270999908,5470,4.199999809,NA,NA,NA,1.209322572,0,4045,3430883
Maryland,2009,336285.8,NA,71.70793152,1166528,2.36500001,5525.700195,7,NA,NA,NA,-0.3124881089,0,3854,3359486
Maryland,2010,352622.9,2576329,70.20832062,1148062,2.789999962,5622.200195,7.699999809,NA,NA,NA,3.924319029,0,4344,3345424
Maryland,2011,360155.9,2056110,65.45843506,1089134,3.556999922,5668.600098,7.199999809,NA,NA,NA,2.101907015,0,3829,3394832
Maryland,2012,361561.8,1941886,60.95127487,1035058,3.680999994,5722.700195,7,NA,NA,NA,0.177174896,0,4957,3438881
Maryland,2013,364633.2,1892687,60.09569168,1038055,3.559999943,5767.5,6.599999905,NA,NA,NA,-0.03721355647,0,4994,3493922
Maryland,2014,370343.9,1945895,62.45698166,1067913,3.433000088,5819.299805,5.800000191,NA,NA,NA,1.662615061,0,4529,3537655
Maryland,2015,378745.9,1963565,60.48473358,1055183,2.440000057,5838.299805,5.099999905,NA,NA,NA,2.692862988,0,4874,3602937
Maryland,2016,391950.9,1946027,58.49478912,1029792,2.177000046,5856.5,4.5,NA,NA,NA,3.104911804,0,4711,3655890
Maryland,2017,399714.5,1977742,52.71392059,973081,2.5,5892.899902,4.300000191,NA,NA,NA,1.630473256,0,4013,3692576
Massachusetts,1998,335504.4,NA,84.28700256,1329808,1.069000006,NA,3.299999952,NA,NA,NA,4.136620045,0,NA,NA
Massachusetts,1999,353837.9,NA,81.94966125,1284096,1.164999962,NA,3.200000048,NA,NA,NA,5.458446026,0,NA,NA
Massachusetts,2000,382599.6,NA,82.8592453,1319572,1.541000009,NA,2.700000048,NA,NA,NA,8.135976791,0,NA,NA
